,S.NO,PLOT.NO,SPECIES,PLOT,DIAMETER,HEIGHT,CROWN.DIAMETER,WOOD.DENSITY,BA,VOLUME,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha,VOL.m3.ha
108,108,16,Khaya senegalensis,P5,10.7,9.3,7.05,0.648,0.00899202357273739,0.0836258192264577,39.6925281798164,0.0396925281798164,22.6814446741808,0.0226814446741808,18.6554882445137,0.0186554882445137,12.9608255281033,0.0129608255281033,0.0477861824151187
109,109,17,Khaya senegalensis,P5,19.7,20.5,21,0.648,0.0304805173232916,0.624850605127477,282.606477441571,0.282606477441571,161.489415680898,0.161489415680898,132.825044397539,0.132825044397539,92.2796661033702,0.0922796661033702,0.357057488644273
110,110,18,Khaya senegalensis,P5,19.7,21.6,16.6,0.648,0.0304805173232916,0.658379174183098,297.397425450713,0.297397425450713,169.941385971836,0.169941385971836,139.776789961835,0.139776789961835,97.1093634124776,0.0971093634124776,0.37621667096177
111,111,19,Khaya senegalensis,P5,16.5,21,11.85,0.648,0.0213824649984955,0.449031764968406,204.70429774253,0.20470429774253,116.973884424303,0.116973884424303,96.2110199389893,0.0962110199389893,66.8422196710303,0.0668422196710303,0.256589579981946
112,112,1,Azadirachta indica,P6,12.1,8.6,6.8,0.57,0.011499014510302,0.0988915247885975,41.2492878097056,0.0412492878097056,23.571021605546,0.023571021605546,19.3871652705616,0.0193871652705616,13.4691552031692,0.0134691552031692,0.0565094427363415
113,113,2,Azadirachta indica,P6,8.5,5.9,5.85,0.57,0.00567450173054657,0.0334795602102247,14.3326412243334,0.0143326412243334,8.19008069961911,0.00819008069961911,6.73634137543672,0.00673634137543672,4.68004611406806,0.00468004611406806,0.0191311772629856
114,114,3,Azadirachta indica,P6,22.3,26,21.5,0.57,0.0390570652675917,1.01548369695738,400.54747989325,0.40054747989325,228.884274224714,0.228884274224714,188.257315549827,0.188257315549827,130.791013842694,0.130791013842694,0.580276398261362
115,115,4,Azadirachta indica,P6,11.5,9,9.4,0.57,0.0103868907109313,0.0934820163983813,39.0455726755314,0.0390455726755314,22.3117558145893,0.0223117558145893,18.3514191574997,0.0183514191574997,12.7495747511939,0.0127495747511939,0.0534182950847893
116,116,5,Azadirachta indica,P6,10.7,10,12.1,0.57,0.00899202357273739,0.0899202357273739,37.5929197317708,0.0375929197317708,21.4816684181548,0.0214816684181548,17.6686722739323,0.0176686722739323,12.2752390960884,0.0122752390960884,0.0513829918442136
117,117,6,Azadirachta indica,P6,12.3,11,11.75,0.57,0.01188228881404,0.13070517695444,54.1555488462022,0.0541555488462022,30.9460279121155,0.0309460279121155,25.453107957715,0.025453107957715,17.6834445212089,0.0176834445212089,0.0746886725453943
118,118,7,Azadirachta indica,P6,13.2,11,9.95,0.57,0.0136847775990371,0.150532553589409,62.1596410336705,0.0621596410336705,35.5197948763832,0.0355197948763832,29.2150312858251,0.0292150312858251,20.2970256436475,0.0202970256436475,0.0860186020510906
119,119,8,Azadirachta indica,P6,12.9,11.5,11.75,0.57,0.0130698108370969,0.150302824626615,62.0670536961042,0.0620670536961042,35.4668878263453,0.0354668878263453,29.171515237169,0.029171515237169,20.2667930436259,0.0202667930436259,0.0858873283580656
120,120,9,Azadirachta indica,P6,24.5,27,27.3,0.57,0.0471435247579318,1.27287516846416,499.358163211173,0.499358163211173,285.347521834956,0.285347521834956,234.698336709251,0.234698336709251,163.055726762832,0.163055726762832,0.727357239122377
121,121,10,Azadirachta indica,P6,23.6,25,24.6,0.57,0.0437435361085843,1.09358840271461,430.5886734646,0.4305886734646,246.0506705512,0.2460506705512,202.376676528362,0.202376676528362,140.600383172114,0.140600383172114,0.624907658694061
122,122,11,Azadirachta indica,P6,16.9,11.5,12.4,0.57,0.0224317569447945,0.257965204865137,105.153773683321,0.105153773683321,60.0878706761835,0.0600878706761835,49.4222736311609,0.0494222736311609,34.3359261006763,0.0343359261006763,0.147408688494364
123,123,12,Azadirachta indica,P6,15.6,21.7,8.85,0.57,0.0191134497044403,0.414761858586355,167.152485807193,0.167152485807193,95.5157061755388,0.0955157061755388,78.5616683293806,0.0785616683293806,54.5804035288793,0.0545804035288793,0.23700677633506
124,124,13,Azadirachta indica,P6,9.9,10.4,10.5,0.57,0.00769768739945839,0.0800559489543673,33.5624273043662,0.0335624273043662,19.1785298882093,0.0191785298882093,15.7743408330521,0.0157743408330521,10.9591599361196,0.0109591599361196,0.0457462565453527
125,125,14,Azadirachta indica,P6,8.1,8.7,6.9,0.57,0.00515299735005066,0.0448310769454407,19.0582259161212,0.0190582259161212,10.8904148092121,0.0108904148092121,8.95736618057697,0.00895736618057697,6.22309417669264,0.00622309417669264,0.0256177582545376
126,126,15,Azadirachta indica,P6,10.8,8.1,6.65,0.57,0.00916088417786784,0.0742031618407295,31.165455053151,0.031165455053151,17.8088314589434,0.0178088314589434,14.647763874981,0.014647763874981,10.1764751193962,0.0101764751193962,0.0424018067661311
127,127,16,Azadirachta indica,P6,10.4,12.2,9.95,0.57,0.0084948665353068,0.103637371730743,43.1802543724487,0.0431802543724487,24.6744310699707,0.0246744310699707,20.2947195550509,0.0202947195550509,14.0996748971261,0.0140996748971261,0.0592213552747103
128,128,17,Anthocleista djalonensis,P6,15.8,14,8,0.532,0.0196066797510539,0.274493516514755,104.449030669392,0.104449030669392,59.6851603825098,0.0596851603825098,49.0910444146143,0.0490910444146143,34.1058059328628,0.0341058059328627,0.156853438008431
129,129,18,Azadirachta indica,P6,19.1,20.5,15.4,0.57,0.0286521103989023,0.587368263177497,234.745796689078,0.234745796689078,134.140455250902,0.134140455250902,110.330524443867,0.110330524443867,76.6516887148009,0.0766516887148009,0.335639007529998
130,130,1,Azadirachta indica,P7,10.2,7.6,6.45,0.57,0.00817128249198705,0.0621017469391016,26.1945248284321,0.0261945248284321,14.9682999019612,0.0149682999019612,12.3114266693631,0.0123114266693631,8.55331422969211,0.00855331422969211,0.0354867125366295
131,131,2,Azadirachta indica,P7,12.9,10,10.1,0.57,0.0130698108370969,0.130698108370969,54.1526903826266,0.0541526903826266,30.9443945043581,0.0309443945043581,25.4517644798345,0.0254517644798345,17.6825111453475,0.0176825111453475,0.0746846333548396
132,132,3,Azadirachta indica,P7,9.5,8,6.15,0.57,0.00708821842466197,0.0567057473972958,23.9707282355732,0.0239707282355732,13.6975589917561,0.0136975589917561,11.2662422707194,0.0112662422707194,7.82717656671779,0.00782717656671779,0.0324032842270262
133,133,4,Azadirachta indica,P7,13.8,7,8.05,0.57,0.014957122623741,0.104699858366187,43.6122594523551,0.0436122594523551,24.9212911156315,0.0249212911156315,20.4977619426069,0.0204977619426069,14.2407377803609,0.0142407377803609,0.059828490494964
134,134,5,Azadirachta indica,P7,11.8,10.2,10.05,0.57,0.0109358840271461,0.11154601707689,46.3934179194966,0.0463934179194966,26.5105245254266,0.0265105245254266,21.8049064221634,0.0218049064221634,15.1488711573867,0.0151488711573867,0.0637405811867942
135,135,6,Azadirachta indica,P7,17.5,16,11.7,0.57,0.0240528187540468,0.38484510006475,155.374697982394,0.155374697982394,88.785541704225,0.088785541704225,73.026108051725,0.073026108051725,50.7345952595571,0.0507345952595571,0.219911485751285
136,136,7,Azadirachta indica,P7,11.6,11,10.15,0.57,0.0105683176866761,0.116251494553437,48.3025633808308,0.0483025633808308,27.6014647890462,0.0276014647890462,22.7022047889905,0.0227022047889905,15.7722655937407,0.0157722655937407,0.0664294254591067
137,137,8,Azadirachta indica,P7,14.2,20.3,12,0.57,0.0158367685667461,0.321486401904947,130.356263841718,0.130356263841718,74.4892936238386,0.0744892936238386,61.2674440056072,0.0612674440056072,42.5653106421935,0.0425653106421935,0.183706515374255
138,138,9,Azadirachta indica,P7,10.5,12,10.5,0.57,0.00865901475145687,0.103908177017482,43.2903733463879,0.0432903733463879,24.737356197936,0.024737356197936,20.3464754728023,0.0203464754728023,14.1356321131063,0.0141356321131063,0.0593761011528471
139,139,10,Abezia zygia,P7,18.1,18,14.2,0.804,0.0257304292310638,0.463147726159149,260.423103967926,0.260423103967926,148.813202267386,0.148813202267386,122.398858864925,0.122398858864925,85.0361155813636,0.0850361155813636,0.264655843519513
140,140,11,Azadirachta indica,P7,15,11.6,14.6,0.57,0.0176714586764426,0.204988920646734,84.0214280260194,0.0840214280260193,48.0122445862968,0.0480122445862968,39.4900711722291,0.0394900711722291,27.4355683350267,0.0274355683350267,0.117136526083848
141,141,12,Azadirachta indica,P7,11.5,9.1,9.5,0.57,0.0103868907109313,0.0945207054694744,39.4689439751295,0.0394689439751295,22.5536822715026,0.0225536822715026,18.5504036683109,0.0185504036683109,12.8878184408586,0.0128878184408586,0.0540118316968425
142,142,13,Azadirachta indica,P7,9.1,11,11.05,0.57,0.00650388219109427,0.071542704102037,30.0744007055865,0.0300744007055865,17.1853718317637,0.0171853718317637,14.1349683316256,0.0141349683316256,9.82021247529354,0.00982021247529354,0.040881545201164
143,143,14,Azadirachta indica,P7,17,9.4,15.5,0.57,0.0226980069221863,0.213361265068551,87.3691283638121,0.0873691283638121,49.9252162078926,0.0499252162078926,41.0634903309917,0.0410634903309917,28.5286949759386,0.0285286949759386,0.121920722896315
144,144,15,Azadirachta indica,P7,12.9,7.5,9,0.57,0.0130698108370969,0.098023581278227,40.8959057198802,0.0408959057198802,23.3690889827887,0.0233690889827887,19.2210756883437,0.0192210756883437,13.3537651330221,0.0133537651330221,0.0560134750161297
145,145,16,Azadirachta indica,P7,6.9,7.1,7.15,0.57,0.00373928065593525,0.0265488926571403,11.4290595831306,0.0114290595831306,6.53089119036033,0.00653089119036033,5.37165800407137,0.00537165800407137,3.73193782306304,0.00373193782306304,0.0151707958040802
146,146,17,Azadirachta indica,P7,10.7,8,10.05,0.57,0.00899202357273739,0.0719361885818991,30.2358292924265,0.0302358292924265,17.2776167385294,0.0172776167385294,14.2108397674405,0.0142108397674405,9.87292385058824,0.00987292385058824,0.0411063934753709
147,147,18,Daniella oliveri,P7,8.5,10,6.6,0.533,0.00567450173054657,0.0567450173054657,22.466041832975,0.022466041832975,12.8377381902714,0.0128377381902714,10.5590396614983,0.0105590396614983,7.33585039444082,0.00733585039444082,0.0324257241745518
148,148,19,Azadirachta indica,P7,15.5,17.9,7.75,0.57,0.0188691908756237,0.337758516673664,136.792080987013,0.136792080987013,78.1669034211504,0.0781669034211503,64.2922780638962,0.0642922780638962,44.6668019549431,0.0446668019549431,0.193004866670665
149,149,20,Azadirachta indica,P7,8.5,9.9,5.9,0.57,0.00567450173054657,0.056177567132411,23.7527892968987,0.0237527892968987,13.5730224553707,0.0135730224553707,11.1638109695424,0.0111638109695424,7.7560128316404,0.0077560128316404,0.0321014669328063
150,150,21,Azadirachta indica,P7,10.3,11.4,17,0.57,0.00833228911548353,0.0949880959165122,39.6594165592794,0.0396594165592794,22.6625237481597,0.0226625237481597,18.6399257828613,0.0186399257828613,12.950013570377,0.012950013570377,0.0542789119522927
151,151,22,Azadirachta indica,P7,8.1,9.3,4.9,0.57,0.00515299735005066,0.0479228753554711,20.340004187638,0.020340004187638,11.6228595357932,0.0116228595357932,9.55980196818987,0.00955980196818987,6.64163402045323,0.00664163402045323,0.0273845002031264
152,152,23,Azadirachta indica,P7,8.5,11,7.7,0.57,0.00567450173054657,0.0624195190360122,26.3253362494396,0.0263253362494396,15.0430492853941,0.0150430492853941,12.3729080372366,0.0123729080372366,8.59602816308233,0.00859602816308233,0.035668296592007
153,153,24,Azadirachta indica,P7,10.1,8.9,5.5,0.57,0.00801184666481737,0.0713054353168746,29.9770499429385,0.0299770499429385,17.1297428245363,0.0171297428245363,14.0892134731811,0.0140892134731811,9.78842447116358,0.00978842447116358,0.040745963038214
